结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,用户实付,收入合计,平台服务费,佣金,渠道分成,招商服务费,直播间站外推广,其他分成,其他分成说明,支出合计,备注
 , , ,收入+支出, , , , , , , , ,商品总价+运费, , , ,退给用户的货款+运费+退补贴, , , , , ,用户实付+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴,'-(用户实付+平台补贴+达人补贴)*费率,'-(用户实付-运费+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴)*费率, , , ,除“佣金、渠道分成、招商服务费、直播间站外推广”等账单中已分列展示之外的分成项目, ,平台服务费+达人佣金+渠道分成+招商服务费+直播站外推广+其他分成, 
2022-09-16 18:41:47,'4974401173432966499,'4974401173432966499,65.55,聚合账户,已结算,否,2022-09-04 18:49:53,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0.08,0,68.92,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:47,'4974394116794029821,'4974394116794029821,65.55,聚合账户,已结算,否,2022-09-04 18:20:52,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0,0.01,68.99,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:43,'4974393695904973963,'4974393695904842891,65.55,聚合账户,已结算,否,2022-09-04 18:18:26,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0,0,69,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:42,'4974402732499717166,'4974402732499717166,65.55,聚合账户,已结算,否,2022-09-04 18:55:24,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0,0,69,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:42,'4974397067444690345,'4974397067444690345,65.55,聚合账户,已结算,否,2022-09-04 18:31:22,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0.03,0,68.97,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:41,'4974401018809834711,'4974401018809965783,65.55,聚合账户,已结算,否,2022-09-04 18:48:35,'3568431661827946174,1,小店自卖,普通订单,69,69,0,0,0,0,0,0.01,0,68.99,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:41:07,'4973979300290084407,'4973979300290084407,65.55,聚合账户,已结算,否,2022-09-03 15:30:01,'3562792515713237221,1,小店自卖,普通订单,666,666,0,0,0,0,0,0,0,69,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 18:40:59,'4974408324545438977,'4974408324545438977,132.05,聚合账户,已结算,否,2022-09-04 19:14:24,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:51:08,'4964004453461241346,'4964004453461241346,65.55,聚合账户,已结算,否,2022-08-07 18:23:19,'3562291954429609985,1,小店自卖,普通订单,169,169,0,100,0,0,0,0.02,0,68.98,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 20:51:00,'4967717684622478847,'4967717684622478847,65.55,聚合账户,已结算,否,2022-08-17 18:32:31,'3562294316670045829,1,精选联盟,普通订单,69,69,0,0,0,0,0,0,0.01,68.99,69,-3.45,0,0,0,0,0,,-3.45,
2022-09-16 20:50:34,'4974400520587246912,'4974400520587246912,132.05,聚合账户,已结算,否,2022-09-04 18:46:09,'3568637652754402212,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.08,0,138.92,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:49:51,'4975141552771110550,'4975141552771110550,132.05,聚合账户,已结算,否,2022-09-06 18:40:56,'3568637652754402212,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.06,0,138.94,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:49:26,'4974407933727333408,'4974407933727333408,132.05,聚合账户,已结算,否,2022-09-04 19:12:58,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.01,0,138.99,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:49:06,'4974403784767833583,'4974403784767833583,132.05,聚合账户,已结算,否,2022-09-04 18:58:51,'3566385702583328359,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:49:06,'4974401375288751861,'4974401375288751861,132.05,聚合账户,已结算,否,2022-09-04 18:48:40,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0.08,138.92,139,-6.95,0,0,0,0,0,,-6.95,
2022-09-16 20:49:02,'4975879355140449448,'4975879355140449448,132.05,聚合账户,已结算,否,2022-09-08 18:31:28,'3566418879083380207,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
