结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,用户实付,收入合计,平台服务费,佣金,渠道分成,招商服务费,直播间站外推广,其他分成,其他分成说明,支出合计,备注
 , , ,收入+支出, , , , , , , , ,商品总价+运费, , , ,退给用户的货款+运费+退补贴, , , , , ,用户实付+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴,'-(用户实付+平台补贴+达人补贴)*费率,'-(用户实付-运费+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴)*费率, , , ,除“佣金、渠道分成、招商服务费、直播间站外推广”等账单中已分列展示之外的分成项目, ,平台服务费+达人佣金+渠道分成+招商服务费+直播站外推广+其他分成, 
2022-10-08 21:45:19,'4981076222614289804,'4981076222614289804,113.05,聚合账户,已结算,否,2022-09-22 18:32:54,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:19,'4981085693025117805,'4981085693025117805,113.05,聚合账户,已结算,否,2022-09-22 19:07:22,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:19,'4981080556235959853,'4981080556235959853,113.05,聚合账户,已结算,否,2022-09-22 18:48:25,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0.05,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:18,'4981079598464806197,'4981079598464806197,113.05,聚合账户,已结算,否,2022-09-22 18:43:09,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0.02,118.98,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:17,'4981080878369259326,'4981080878369259326,113.05,聚合账户,已结算,否,2022-09-22 18:51:35,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.2,0,118.8,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:17,'4981076153907432937,'4981076153907432937,113.05,聚合账户,已结算,否,2022-09-22 18:33:14,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0.04,118.96,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:16,'4981080285666772910,'4981080285666772910,113.05,聚合账户,已结算,否,2022-09-22 18:49:08,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:16,'4981080169694502737,'4981080169694502737,113.05,聚合账户,已结算,否,2022-09-22 18:48:35,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.07,0,118.93,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:15,'4981081363694990791,'4981081363694990791,113.05,聚合账户,已结算,否,2022-09-22 18:53:43,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:15,'4981075449524174630,'4981075449524174630,113.05,聚合账户,已结算,否,2022-09-22 18:29:47,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.24,0,118.76,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:14,'4981073753024024174,'4981073753024024174,113.05,聚合账户,已结算,否,2022-09-22 18:23:45,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:14,'4981081514016022491,'4981081514016022491,113.05,聚合账户,已结算,否,2022-09-22 18:51:39,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0.02,118.98,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:13,'4981077755916668410,'4981077755916668410,113.05,聚合账户,已结算,否,2022-09-22 18:38:56,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:13,'4981076587711020444,'4981076587711020444,132.05,聚合账户,已结算,否,2022-09-22 18:34:39,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.05,0,138.95,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-08 21:45:13,'4981084743839610062,'4981084743839610062,132.05,聚合账户,已结算,否,2022-09-22 19:04:41,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.05,0,138.95,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-08 21:45:12,'4981074749452094877,'4981074749452094877,113.05,聚合账户,已结算,否,2022-09-22 18:27:50,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,3,0,0,0.18,115.82,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:12,'4981070012096192048,'4981070012096192048,113.05,聚合账户,已结算,否,2022-09-22 18:09:07,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:11,'4981077330719420037,'4981077330719420037,113.05,聚合账户,已结算,否,2022-09-22 18:38:09,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:11,'4981078846844677472,'4981078846844677472,113.05,聚合账户,已结算,否,2022-09-22 18:43:00,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:09,'4981077876185008058,'4981077876185008058,132.05,聚合账户,已结算,否,2022-09-22 18:39:09,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0,0.05,138.95,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-08 21:45:09,'4981078889808039161,'4981078889808039161,113.05,聚合账户,已结算,否,2022-09-22 18:43:04,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:08,'4981071227569489598,'4981071227569489598,113.05,聚合账户,已结算,否,2022-09-22 18:11:57,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:08,'4981073748713519045,'4981073748713519045,113.05,聚合账户,已结算,否,2022-09-22 18:23:09,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:07,'4981080826821878793,'4981080826821878793,113.05,聚合账户,已结算,否,2022-09-22 18:48:28,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:07,'4981075282032199044,'4981075282032199044,132.05,聚合账户,已结算,否,2022-09-22 18:27:39,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.02,0,138.98,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-08 21:45:06,'4981079551216371326,'4981079551216371326,113.05,聚合账户,已结算,否,2022-09-22 18:45:19,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.06,0,118.94,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:06,'4981072584787600788,'4981072584787600788,113.05,聚合账户,已结算,否,2022-09-22 18:18:51,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.02,0,118.98,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:05,'4981070093701809465,'4981070093701809465,113.05,聚合账户,已结算,否,2022-09-22 18:08:53,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0.04,118.96,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-08 21:45:05,'4981076596284039094,'4981076596284039094,132.05,聚合账户,已结算,否,2022-09-22 18:34:25,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.07,0,138.93,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-08 21:42:55,'4973656928608566295,'4973656928608566295,132.05,聚合账户,已结算,否,2022-09-02 18:42:04,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:18:22,'4982939164684679057,'4982939164684679057,47.4,微信,已结算,否,2022-09-27 19:00:40,'3573241853509814561,1,鲁班广告,普通订单,49.9,49.9,0,0,0,0,0,0,0,49.9,49.9,-2.5,0,0,0,0,0,,-2.5,
2022-10-09 01:17:22,'4981099896481564379,'4981099896481564379,113.05,微信,已结算,否,2022-09-22 20:00:27,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:17:22,'4981098771193507027,'4981098771193507027,113.05,微信,已结算,否,2022-09-22 19:57:02,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:17:19,'4981092689524108904,'4981092689524108904,113.05,微信,已结算,否,2022-09-22 19:34:23,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:17:10,'4979977789050793300,'4979977789050793300,132.05,微信,已结算,否,2022-09-19 19:21:33,'3569541324543778578,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:17:09,'4977733513994188328,'4977733513994188328,132.05,微信,已结算,否,2022-09-13 18:21:10,'3568637652754402212,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:17:05,'4981105432709192923,'4981105432709192923,113.05,微信,已结算,否,2022-09-22 20:21:49,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:17:00,'4981839580045664145,'4981839580045664145,113.05,微信,已结算,否,2022-09-24 19:50:13,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:16:22,'4981096207098981503,'4981096207098981503,113.05,微信,已结算,否,2022-09-22 19:48:10,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:16:21,'4981094514886035386,'4981094514886035386,113.05,微信,已结算,否,2022-09-22 19:41:45,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:16:21,'4982933813153939111,'4982933813153939111,47.4,微信,已结算,否,2022-09-27 18:41:45,'3573241853509814561,1,鲁班广告,普通订单,49.9,49.9,0,0,0,0,0,0,0,49.9,49.9,-2.5,0,0,0,0,0,,-2.5,
2022-10-09 01:16:21,'4981087591404199429,'4981087591404199429,113.05,微信,已结算,否,2022-09-22 19:15:23,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:16:18,'4981096636603160149,'4981096636603160149,113.05,微信,已结算,否,2022-09-22 19:49:43,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:49,'4979961476743370192,'4979961476743370192,132.05,微信,已结算,否,2022-09-19 18:25:45,'3569541324543778578,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:15:46,'4981086908511393439,'4981086908511393439,113.05,微信,已结算,否,2022-09-22 19:13:12,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:23,'4981094549249787613,'4981094549249787613,113.05,微信,已结算,否,2022-09-22 19:41:09,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:21,'4981098638052247041,'4981098638052247041,113.05,微信,已结算,否,2022-09-22 19:54:11,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:20,'4981091280778208681,'4981091280778208681,132.05,微信,已结算,否,2022-09-22 19:30:09,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:15:20,'4981096108334915259,'4981096108334915259,113.05,微信,已结算,否,2022-09-22 19:47:01,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:20,'4981082729503442813,'4981082729503442813,113.05,微信,已结算,否,2022-09-22 18:57:19,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:20,'4981087608574551758,'4981087608574551758,132.05,微信,已结算,否,2022-09-22 19:15:17,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 01:15:19,'4981088879890517814,'4981088879890517814,113.05,微信,已结算,否,2022-09-22 19:19:59,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:19,'4981090881360813446,'4981090881360813446,113.05,微信,已结算,否,2022-09-22 19:27:44,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:17,'4981085504061386537,'4981085504061386537,113.05,微信,已结算,否,2022-09-22 19:07:42,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 01:15:00,'4983318530586906136,'4983318530586906136,122.55,微信,已结算,否,2022-09-28 19:30:05,'3572678096052181904,1,小店自卖,普通订单,149,149,0,20,0,0,0,0,0,129,129,-6.45,0,0,0,0,0,,-6.45,
2022-10-09 01:12:13,'4981449768821837299,'4981449768821837299,113.05,微信,已结算,否,2022-09-23 18:42:20,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 07:18:45,'4981095159128706536,'4981095159128706536,132.05,聚合账户,已结算,否,2022-09-22 19:44:16,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.06,0,138.94,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 07:18:14,'4981457280705554149,'4981457280705554149,113.05,聚合账户,已结算,否,2022-09-23 19:07:47,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 07:18:03,'4981113597425437878,'4981113597425437878,113.05,聚合账户,已结算,否,2022-09-22 20:52:28,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.01,0,118.99,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 07:17:54,'4981105488523380701,'4981105488523380701,132.05,聚合账户,已结算,否,2022-09-22 20:22:51,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 09:44:59,'4981813350698190668,'4981813350698190668,113.05,聚合账户,已结算,否,2022-09-24 18:11:07,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,10,109,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 12:37:11,'4982559304896226478,'4982559304896357550,132.05,聚合账户,已结算,否,2022-09-26 18:29:10,'3568614350375808534,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 12:37:11,'4982559304896226478,'4982559304896488622,141.55,聚合账户,已结算,否,2022-09-26 18:29:10,'3573429743288248730,1,小店自卖,普通订单,149,149,0,0,0,0,0,0,0,149,149,-7.45,0,0,0,0,0,,-7.45,
2022-10-09 12:37:02,'4982555834552724718,'4982555834552724718,132.05,聚合账户,已结算,否,2022-09-26 18:15:30,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 12:36:52,'4981077343617613707,'4981077343617613707,113.05,聚合账户,已结算,否,2022-09-22 18:37:49,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 12:36:21,'4981829315109156023,'4981829315109156023,113.05,聚合账户,已结算,否,2022-09-24 19:12:15,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 12:35:30,'4981084030864755969,'4981084030864755969,113.05,聚合账户,已结算,否,2022-09-22 19:02:18,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,10,109,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:58:42,'4981099698907764591,'4981099698907764591,113.05,聚合账户,已结算,否,2022-09-22 20:00:16,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:40,'4981104015351192590,'4981104015351192590,113.05,聚合账户,已结算,否,2022-09-22 20:16:42,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.06,0,118.94,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:40,'4981105192185384833,'4981105192185384833,113.05,聚合账户,已结算,否,2022-09-22 20:21:34,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:39,'4981105398352744412,'4981105398352744412,113.05,聚合账户,已结算,否,2022-09-22 20:21:58,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:39,'4981103873616518211,'4981103873616518211,113.05,聚合账户,已结算,否,2022-09-22 20:15:10,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:38,'4981106420538488182,'4981106420538488182,113.05,聚合账户,已结算,否,2022-09-22 20:26:21,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:38,'4981105449871933078,'4981105449871933078,132.05,聚合账户,已结算,否,2022-09-22 20:21:46,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:57:37,'4981106493551189350,'4981106493551189350,113.05,聚合账户,已结算,否,2022-09-22 20:26:07,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:37,'4981106729786410043,'4981106729786410043,113.05,聚合账户,已结算,否,2022-09-22 20:26:52,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.08,0,118.92,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:57:36,'4981106158539622056,'4981106158539622056,132.05,聚合账户,已结算,否,2022-09-22 20:23:37,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:57:27,'4981824053732099680,'4981824053732099680,132.05,聚合账户,已结算,否,2022-09-24 18:53:00,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:56:29,'4981089253560397364,'4981089253560397364,113.05,聚合账户,已结算,否,2022-09-22 19:21:27,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.5,0,118.5,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:29,'4981087565639699930,'4981087565639699930,113.05,聚合账户,已结算,否,2022-09-22 19:15:13,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.05,0,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:28,'4981087780381927316,'4981087780381927316,113.05,聚合账户,已结算,否,2022-09-22 19:15:04,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:28,'4981089459712511224,'4981089459712511224,113.05,聚合账户,已结算,否,2022-09-22 19:21:32,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.05,0,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:27,'4981086796828462713,'4981086796828462713,113.05,聚合账户,已结算,否,2022-09-22 19:10:00,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:27,'4981085980784346333,'4981085980784346333,113.05,聚合账户,已结算,否,2022-09-22 19:08:14,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0.5,118.5,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:27,'4981087771802191425,'4981087771802191425,113.05,聚合账户,已结算,否,2022-09-22 19:15:11,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.02,0,118.98,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:27,'4981087355192823717,'4981087355192823717,132.05,聚合账户,已结算,否,2022-09-22 19:15:24,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:56:26,'4981085873410072135,'4981085873410072135,113.05,聚合账户,已结算,否,2022-09-22 19:09:52,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:26,'4981088381674304861,'4981088381674304861,113.05,聚合账户,已结算,否,2022-09-22 19:17:11,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.04,0,118.96,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:26,'4981086504776951028,'4981086504776951028,113.05,聚合账户,已结算,否,2022-09-22 19:12:12,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0.05,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:25,'4981089141886045283,'4981089141886045283,132.05,聚合账户,已结算,否,2022-09-22 19:19:24,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,0,0,0,0,0.04,0,138.96,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:56:25,'4981085701627976870,'4981085701627976870,132.05,聚合账户,已结算,否,2022-09-22 19:08:17,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0,0,139,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:56:24,'4981088282881852722,'4981088282881852722,113.05,聚合账户,已结算,否,2022-09-22 19:17:17,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:56:24,'4981087604280526007,'4981087604280526007,113.05,聚合账户,已结算,否,2022-09-22 19:15:12,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:31,'4981122290441866414,'4981122290441866414,113.05,聚合账户,已结算,否,2022-09-22 21:25:59,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:20,'4981094463351733767,'4981094463351733767,113.05,聚合账户,已结算,否,2022-09-22 19:40:52,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:20,'4981096615118687444,'4981096615118687444,113.05,聚合账户,已结算,否,2022-09-22 19:48:38,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.06,0,118.94,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:20,'4981093338062048314,'4981093338062048314,132.05,聚合账户,已结算,否,2022-09-22 19:37:09,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.06,0,138.94,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:55:19,'4981099582946469049,'4981099582946469049,113.05,聚合账户,已结算,否,2022-09-22 20:00:38,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:18,'4981094287264160894,'4981094287264160894,113.05,聚合账户,已结算,否,2022-09-22 19:40:56,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,3,0,0,0,116,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:17,'4981091293659421828,'4981091293659421828,113.05,聚合账户,已结算,否,2022-09-22 19:28:54,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:17,'4981090756794717595,'4981090756794717595,113.05,聚合账户,已结算,否,2022-09-22 19:27:41,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:16,'4981093406784167168,'4981093406784167168,113.05,聚合账户,已结算,否,2022-09-22 19:37:20,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.05,0,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:16,'4981090872754894558,'4981090872754894558,113.05,聚合账户,已结算,否,2022-09-22 19:27:22,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0,0,119,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:16,'4981094776879005545,'4981094776879005545,132.05,聚合账户,已结算,否,2022-09-22 19:40:42,'3568615580909081638,1,小店自卖,普通订单,139,139,0,0,0,0,0,0.04,0,138.96,139,-6.95,0,0,0,0,0,,-6.95,
2022-10-09 14:55:15,'4981093419674309983,'4981093419674309983,113.05,聚合账户,已结算,否,2022-09-22 19:36:17,'3568615580909081638,1,鲁班广告,普通订单,139,139,0,20,0,0,0,0.05,0,118.95,119,-5.95,0,0,0,0,0,,-5.95,
2022-10-09 14:55:15,'4981092994480950662,'4981092994480950662,113.05,聚合账户,已结算,否,2022-09-22 19:34:28,'3568615580909081638,1,小店自卖,普通订单,139,139,0,20,0,0,0,0.02,0,118.98,119,-5.95,0,0,0,0,0,,-5.95,
