订单号,子订单号,下单时间,订单收入(元),订单支出(元),订单净收益(元),结算状态,结算时间,业务类型,结算账户,订单类型,商品id,商品数量,订单总价(元),运费实付(元),商品总价(元),店铺券(元),订单实付(元),订单实付应结(元),平台补贴_运费(元),平台补贴(元),达人补贴(元),抖音支付补贴(元),抖音月付营销补贴(元),实际平台补贴_运费(元),实际平台补贴(元),实际达人补贴(元),实际抖音支付补贴(元),实际抖音月付营销补贴(元),实际补贴金额(元),订单退款(元),结算前退款(元),平台服务费(元),佣金(元),渠道分成(元),招商服务费(元),直播间站外推广(元),其他分成,退款扣佣金(元),备注
'4975138146860844405,'4975138146860844405,2022/9/6 18:26,69,3.45,65.55,已结算,2022/9/13 8:59,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,68.98,68.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-3.45,0,0,0,0,0,0,
'4975137485441442956,'4975137485441442956,2022/9/6 18:24,139,6.95,132.05,已结算,2022/9/20 14:58,小店自卖,聚合账户,普通订单,'3568616500099161181,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4975137300752605107,'4975137300752605107,2022/9/6 18:24,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4975137064538218323,'4975137064538218323,2022/9/6 18:22,139,6.95,132.05,已结算,2022/10/4 19:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975136635031354880,'4975136635031354880,2022/9/6 18:21,139,6.95,132.05,已结算,2022/9/18 1:19,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975136467542564324,'4975136467542564324,2022/9/6 18:21,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4975135904893050694,'4975135904893050694,2022/9/6 18:18,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975135359448219605,'4975135359448219605,2022/9/6 18:16,139,6.95,132.05,已结算,2022/9/16 9:34,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975135226282127225,'4975135226282127225,2022/9/6 18:15,139,6.95,132.05,已结算,2022/9/16 7:47,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975135350840342397,'4975135350840342397,2022/9/6 18:15,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975133830430664625,'4975133830430664625,2022/9/6 18:10,139,6.95,132.05,已结算,2022/9/16 18:43,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975133757415525487,'4975133757415525487,2022/9/6 18:10,139,6.95,132.05,已结算,2022/9/15 18:50,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975157534360642864,'4975157534360642864,2022/9/6 19:44,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975157242294807649,'4975157242294807649,2022/9/6 19:42,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975156808494495355,'4975156808494495355,2022/9/6 19:40,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4975156409068666190,'4975156409068666190,2022/9/6 19:38,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975155897958845500,'4975155897958845500,2022/9/6 19:37,139,6.95,132.05,已结算,2022/9/18 23:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975155477072002300,'4975155477072002300,2022/9/6 19:36,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975155472779132686,'4975155472779132686,2022/9/6 19:36,139,6.95,132.05,已结算,2022/9/22 0:30,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975154768385400335,'4975154768385400335,2022/9/6 19:32,139,6.95,132.05,已结算,2022/9/20 21:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975153922278169677,'4975153922278169677,2022/9/6 19:29,139,6.95,132.05,已结算,2022/9/17 7:30,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4975153209322692290,'4975153209322692290,2022/9/6 19:25,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4975153110531956145,'4975153110531956145,2022/9/6 19:24,139,6.95,132.05,已结算,2022/9/18 13:40,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4975151714677038483,'4975151714677038483,2022/9/6 19:19,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975150520669415168,'4975150520669415168,2022/9/6 19:17,139,6.95,132.05,已结算,2022/9/23 18:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975150821311929623,'4975150821311929623,2022/9/6 19:17,139,6.95,132.05,已结算,2022/9/20 1:00,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4975150473419101787,'4975150473419101787,2022/9/6 19:17,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975149507052910438,'4975149507052910438,2022/9/6 19:12,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138,138,0,0,0,0,1,0,0,0,0,1,1,0,0,-6.95,0,0,0,0,0,0,
'4975148334531986508,'4975148334531986508,2022/9/6 19:08,139,6.95,132.05,已结算,2022/9/25 18:55,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975148579335288739,'4975148579335288739,2022/9/6 19:07,139,6.95,132.05,已结算,2022/9/21 13:51,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975147028855895485,'4975147028855895485,2022/9/6 19:04,139,6.95,132.05,已结算,2022/9/17 12:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4975146303007542840,'4975146303007542840,2022/9/6 19:00,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975516808359720504,'4975516808359720504,2022/9/7 18:59,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975516593609770312,'4975516593609770312,2022/9/7 18:58,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975514527734582623,'4975514527734582623,2022/9/7 18:51,139,6.95,132.05,已结算,2022/9/19 17:38,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4975514141198620194,'4975514141198620194,2022/9/7 18:50,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975514145483003222,'4975514145483003222,2022/9/7 18:50,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975513982296050711,'4975513982296050711,2022/9/7 18:50,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975514003747710498,'4975514003747710498,2022/9/7 18:49,139,6.95,132.05,已结算,2022/9/23 18:10,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975513801888947375,'4975513801888947375,2022/9/7 18:49,139,6.95,132.05,已结算,2022/9/19 17:39,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975513728869846703,'4975513728869846703,2022/9/7 18:49,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975512891356355605,'4975512891356355605,2022/9/7 18:45,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975512680913176050,'4975512680913176050,2022/9/7 18:45,6.95,139,-132.05,已退款(原账户),2022/10/3 15:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,0,0,-0.03,-0.03,-138.97,0,6.95,0,0,0,0,0,0,
'4975512680913176050,'4975512680913176050,2022/9/7 18:45,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4975512586410633102,'4975512586410633102,2022/9/7 18:44,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975512062419352674,'4975512062419352674,2022/9/7 18:42,139,6.95,132.05,已结算,2022/9/19 15:11,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975511027329468050,'4975511027329468050,2022/9/7 18:39,139,6.95,132.05,已结算,2022/9/20 0:59,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975510885596280346,'4975510885596280346,2022/9/7 18:38,139,6.95,132.05,已结算,2022/9/20 21:00,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975510709512736571,'4975510709512736571,2022/9/7 18:37,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.8,138.8,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,-6.95,0,0,0,0,0,0,
'4975510872717849923,'4975510872717849923,2022/9/7 18:37,139,6.95,132.05,已结算,2022/9/27 12:42,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4975510937151543090,'4975510937151543090,2022/9/7 18:37,139,6.95,132.05,已结算,2022/9/19 17:36,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975509317933674371,'4975509317933674371,2022/9/7 18:32,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975509485451809869,'4975509485451809869,2022/9/7 18:32,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975509266402698450,'4975509266402698450,2022/9/7 18:32,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975508922799691052,'4975508922799691052,2022/9/7 18:30,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4975507814696213930,'4975507814696213930,2022/9/7 18:25,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975506015106489946,'4975506015106489946,2022/9/7 18:19,139,6.95,132.05,已结算,2022/9/23 18:29,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,-6.95,0,0,0,0,0,0,
'4975506436018456513,'4975506436018456513,2022/9/7 18:19,139,6.95,132.05,已结算,2022/9/19 17:37,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975505830420948386,'4975505830420948386,2022/9/7 18:17,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0,0.08,0,0,0,0,0.08,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975505495420283960,'4975505495420283960,2022/9/7 18:16,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975506311458780346,'4975506311458780346,2022/9/7 18:16,139,6.95,132.05,已结算,2022/9/23 18:29,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138,138,0,0,0,0,1,0,0,0,0,1,1,0,0,-6.95,0,0,0,0,0,0,
'4975504211220594602,'4975504211220594602,2022/9/7 18:10,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975504378725388099,'4975504378725388099,2022/9/7 18:10,139,6.95,132.05,已结算,2022/9/16 22:20,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975518315895114810,'4975518315895114810,2022/9/7 19:06,69,3.45,65.55,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,68.92,68.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-3.45,0,0,0,0,0,0,
'4975517706007334249,'4975517706007334249,2022/9/7 19:04,139,6.95,132.05,已结算,2022/9/23 1:04,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4975517005927294716,'4975517005927294716,2022/9/7 19:00,139,6.95,132.05,已结算,2022/9/22 18:15,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975886519144927126,'4975886519144927126,2022/9/8 18:56,139,6.95,132.05,已结算,2022/9/20 14:59,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975885896388363868,'4975885896388363868,2022/9/8 18:54,139,0,139,已退款,2022/9/19 13:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,0,0,0,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'4975885896388363868,'4975885896388363868,2022/9/8 18:54,0,139,-139,已退款,2022/9/19 13:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139,0,0,0,0,0,0,0,0,
'4975885879200830606,'4975885879200830606,2022/9/8 18:53,149,7.45,141.55,已结算,2022/9/23 15:07,精选联盟,聚合账户,普通订单,'3570307699314944253,1,149,0,149,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.45,0,0,0,0,0,0,
'4975885527015079170,'4975885527015079170,2022/9/8 18:52,139,6.95,132.05,已结算,2022/9/25 15:35,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975885831945625289,'4975885831945625289,2022/9/8 18:51,139,6.95,132.05,已结算,2022/9/20 14:59,鲁班广告,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4975885561372927885,'4975885561372927885,2022/9/8 18:51,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975885230652337847,'4975885230652337847,2022/9/8 18:51,139,6.95,132.05,已结算,2022/9/20 14:59,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4975885999453855160,'4975885999453855160,2022/9/8 18:51,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975884032369962953,'4975884032369962953,2022/9/8 18:45,139,6.95,132.05,已结算,2022/9/23 15:02,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975883164772065141,'4975883164772065141,2022/9/8 18:42,139,6.95,132.05,已结算,2022/9/20 7:27,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,137.8,137.8,0,0,0,1.2,0,0,0,0,1.2,0,1.2,0,0,-6.95,0,0,0,0,0,0,
'4975883723120426023,'4975883723120426023,2022/9/8 18:42,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.79,138.79,0,0,0,0.21,0,0,0,0,0.21,0,0.21,0,0,-6.95,0,0,0,0,0,0,
'4975882950023847690,'4975882950023847690,2022/9/8 18:42,139,6.95,132.05,已结算,2022/9/23 15:02,鲁班广告,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4975883740297071962,'4975883740297071962,2022/9/8 18:42,139,6.95,132.05,已结算,2022/9/23 1:03,小店自卖,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975882275718614753,'4975882275718614753,2022/9/8 18:38,139,6.95,132.05,已结算,2022/9/20 14:59,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4975882198411004974,'4975882198411004974,2022/9/8 18:38,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975881605701903621,'4975881605701903621,2022/9/8 18:37,139,6.95,132.05,已结算,2022/9/23 15:04,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975881326529035387,'4975881326529035387,2022/9/8 18:36,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4975881253514468788,'4975881253514468788,2022/9/8 18:36,139,6.95,132.05,已结算,2022/9/22 0:27,小店自卖,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975880892742901690,'4975880892742901690,2022/9/8 18:34,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975880961456228139,'4975880961456228139,2022/9/8 18:34,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975879355140449448,'4975879355140449448,2022/9/8 18:31,139,6.95,132.05,已结算,2022/9/16 20:49,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975895272294958418,'4975895272294958418,2022/9/8 19:29,139,6.95,132.05,已结算,2022/9/18 20:55,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975895474153815194,'4975895474153815194,2022/9/8 19:28,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4975895070434315704,'4975895070434315704,2022/9/8 19:27,139,6.95,132.05,已结算,2022/9/22 18:15,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,-6.95,0,0,0,0,0,0,
'4975891892170270144,'4975891892170270144,2022/9/8 19:15,139,6.95,132.05,已结算,2022/9/23 15:02,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975891419703780479,'4975891419703780479,2022/9/8 19:14,139,6.95,132.05,已结算,2022/9/23 15:05,鲁班广告,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975892042468955265,'4975892042468955265,2022/9/8 19:14,139,6.95,132.05,已结算,2022/9/23 1:07,鲁班广告,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975891398247951571,'4975891398247951571,2022/9/8 19:12,139,6.95,132.05,已结算,2022/9/16 0:12,鲁班广告,微信,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975890947260266424,'4975890947260266424,2022/9/8 19:09,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
